project.id,bug.id,revision.id.buggy,revision.id.fixed,report.id,report.url
Compress,33,9b3e389fc692513cc701b886a9dcdab6ebf32453,b72b5c716ac18150396d05988d9eab745bea02b9,COMPRESS-316,https://issues.apache.org/jira/browse/COMPRESS-316
JacksonDatabind,110,3e6524801d689c6875b861897f31411a7c04c6ab,83264a7e377bd3399f0b550460077959aaece16d,2265,https://github.com/FasterXML/jackson-databind/issues/2265
Chart,3,2225,2227,UNKNOWN,UNKNOWN
Compress,15,306b3d6b551b2fc6a3c9729117d47f7d7dea9e89,4becc32881aa983d69359b475892a4f2bc6e5b89,COMPRESS-187,https://issues.apache.org/jira/browse/COMPRESS-187
JacksonDatabind,19,1a24cc1755d787a576c32157a38e441cfe839964,354e1390bc397ef048ffd5d905b0709a3a2585ef,810,https://github.com/FasterXML/jackson-databind/issues/810
Time,10,efce99164f0bbd2c70e7f9d71884a32473e02c6d,3a413d7844c22dc6ddd50bf5d0d55ff3589e47ac,22,https://github.com/JodaOrg/joda-time/issues/22
Compress,39,593339ab62ce5db71fd42501a9ddea9fe698b9ca,11840dfde044fec90b0cb4a715ce9d213acea3ca,COMPRESS-351,https://issues.apache.org/jira/browse/COMPRESS-351
Mockito,17,b6790ee34d8d858a89b80a9ae40f19d87ce1dab8,77cb2037314dd024eb53ffe2e9e06304088a2d53,152,https://code.google.com/archive/p/mockito/issues/152
Cli,18,9c5ce3501938cff01d78b7a1fff10a60abe9e0cf,c8606251c904dfaf5303f71b788e12f7fff15fab,CLI-164,https://issues.apache.org/jira/browse/CLI-164
Math,77,b30bff0126e1a0301a8b86b40a0b532f1d0ae28f,d6555de715889237b7be11639d164e7098862003,MATH-326,https://issues.apache.org/jira/browse/MATH-326
JacksonCore,3,7ee38785ecdd2f5a56a41302d4482675ce0d7e68,911cca0254267decd90a4b6a9c0610549309a451,111,https://github.com/FasterXML/jackson-core/issues/111
JacksonDatabind,49,d15b19f2b47fab18d369defdd2851e70284dbbf0,644487bf9b525b26734bfda1780b272b52631c5e,1255,https://github.com/FasterXML/jackson-databind/issues/1255
Math,97,7cf0c980d5d814daf187502bc07da0542ed7a828,ed492bd0c5c5c3a0258a65cb31cc8723d8f011fd,MATH-204,https://issues.apache.org/jira/browse/MATH-204
Jsoup,91,7de614ffd01161d8718d7458bab9d9690ad2334f,247c5d05f4529e55aa1fdbd333f99e323809b5e0,1192,https://github.com/jhy/jsoup/issues/1192
Closure,137,e185090c145950cc1eaba599e9f64bc305dec4c7,da30f170f29e983f014fb029fe5779bfd5d3b04f,124,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-124.json
Jsoup,74,3475dc846d78e56422b3e6fdf36dfd4416f359f5,c3f8caa7c16c08b803b0f34bfffdf9777c7e382c,978,https://github.com/jhy/jsoup/issues/978
Jsoup,28,398f9cf93414253c216585efdfca3b9f73f90d74,a31ec08e102fd3832f3ff4449e9163440f0afb2c,224,https://github.com/jhy/jsoup/issues/224
Mockito,37,3b603ebf4bd3b416a2a00b7729233ae44ec75943,c0222c2dbfbd2b053961a46e4c2a3973aec55a75,140,https://code.google.com/archive/p/mockito/issues/140
JacksonDatabind,39,e741034db7191de9985a9b3dcd667bbdf262ce3a,308ed4ed89b32d119b5994e457597275c6a0af7d,1108,https://github.com/FasterXML/jackson-databind/issues/1108
Lang,20,0c01b4c48bc886a7e53b517efeb2192d1caaffe2,f08213cc4c35fd71e98aa5233fcb2db3333793a2,LANG-703,https://issues.apache.org/jira/browse/LANG-703
Closure,16,33ab4df84afbdb36216b8a1ea3a526c438615e26,3b97e5e4212c769daa22a96094ed19b4658c8760,772,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-772.json
Math,102,f9b16a4ae42164d096dd21cc060c0802039ba15a,a1bac127067c912b4a9f7a2957c427853a36c730,MATH-175,https://issues.apache.org/jira/browse/MATH-175
Jsoup,86,973234bc842b0de2febea195f7819236b57fd992,38c13b5ae97c294afb859c49ded903beb7b9b100,1139,https://github.com/jhy/jsoup/issues/1139
Jsoup,23,dbc1e34bdeede1cabee58b65bceb02f930ce5d88,1d37cef1d8367af963fee4dc99164708f5d3c6f8,145,https://github.com/jhy/jsoup/issues/145
Codec,18,ca30fae3acb59a5caef3c3c21eecae7c928827e0,5ef5bd199a4e3df74479b4b363fa29b0b3092547,CODEC-231,https://issues.apache.org/jira/browse/CODEC-231
Jsoup,75,64eef180f610d0dad97873f6786b103700ddb8b2,f627193ce0950f0d55ed1b4f6a2fe9973447853a,985,https://github.com/jhy/jsoup/issues/985
JacksonDatabind,64,8ce13b9da419f61a409f7d57d6a15dcbaea9a71b,ea30c7b4d7c4621f777aed4cb4552a2c1e2270a4,1417,https://github.com/FasterXML/jackson-databind/issues/1417
JacksonDatabind,21,44dea1f292933192ea5287d9b3e14a7daaef3c0f,707db7a972e2d088647450f9a890c438fb735933,677,https://github.com/FasterXML/jackson-databind/issues/677
Closure,48,5524adbda991632656059566b69cc2771ba42b7d,46da17d59abb4f9c48b6ffd31601c212490b970b,586,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-586.json
JacksonDatabind,67,cd5430a91723ff8cd61928524ec21ab4e14b20f6,d906a34178f27803a08e824e3c2474fc0863edc4,1445,https://github.com/FasterXML/jackson-databind/issues/1445
Jsoup,35,88730bf9f399aab6a150212faeea012598be9ec6,76399e5b273d63d6affeb94597d8dfddce811964,313,https://github.com/jhy/jsoup/issues/313
Closure,34,bc018d6c44e70b5c02016431a2f3604b3e6fc45c,87b154f89cba3c67045cd7a783b79231d0630a4c,691,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-691.json
Math,5,f5bcba812fb8bc59ff5e4bc055811039b610aa2b,e54a1c92302f3167b06bc04859b87ac0681bcdf3,MATH-934,https://issues.apache.org/jira/browse/MATH-934
Compress,2,1cde8827c953a56b2fcabad676f8cf2ddd6ec182,d09177b98f4e956c1d366110f73c3341ea110bee,COMPRESS-11,https://issues.apache.org/jira/browse/COMPRESS-11
Jsoup,50,cc19d3029ab0db137da0e95cc55c20b131241cf1,c3cbe1b64e7f66ff9f9b53f1388eb135e6693187,695,https://github.com/jhy/jsoup/issues/695
Math,26,5f2077bb774d283e7984a2d5dc0c2759f2954963,1566dd339f6efc2347b0962fac7fce22adbc31ff,MATH-836,https://issues.apache.org/jira/browse/MATH-836
Compress,11,00cc49e76b4cb5837f91bdcae2b3dff6a2809f2a,a933173f486614073b68b6c0a6ef09a9c72c94fc,COMPRESS-171,https://issues.apache.org/jira/browse/COMPRESS-171
Cli,26,879c762baac4a9d7aade43d302e730e239a54c21,aa2434d301c49d100f50af544333886a6767ce9d,CLI-177,https://issues.apache.org/jira/browse/CLI-177
Mockito,5,fff76563d9e0ed412dc828c53cfdc7d142997a31,42a24dde02923185db3f79ae57e7819f7d70af55,152,https://github.com/mockito/mockito/issues/152
Closure,133,c5e6df9c0f84de1eee287d530ef8721c05e9cf14,4fbbc47cb18f241b23dd2d4bf9c15d45b2473523,919,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-919.json
Closure,21,a9250a5aac439a72f71c248de07f042674fb2076,1787d7b2cff83a0f177dd958033c53e4502406d2,753,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-753.json
Collections,25,7c99c6234c7b403449420b2688fff3d516662591,73d69dfe8677210e44049bc1a2a7d1ff85bc1ca7,COLLECTIONS-566,https://issues.apache.org/jira/browse/COLLECTIONS-566
Lang,14,c8afaa3e869cc8c25577641553e0d0b5bdac78b5,cf7211f9d7d70d56501d8c4c827bf9ce3cac5f0b,LANG-786,https://issues.apache.org/jira/browse/LANG-786
Closure,36,c5ec81dc0b6aaaefcdfd84ee10e43f3312350d23,be397ee0d0be2aad8f71d12f097b17563866445a,668,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-668.json
Jsoup,57,c28e5bf53a9ce9e32ab84ce2e6eba87ec747d1a0,2c58e975ab00eb369ee3dfbba07a4a78a1ef9e19,759,https://github.com/jhy/jsoup/issues/759
Gson,1,4413c299ea09c57b94af8647eec901554c2f5c50,c6a4f55d1a9b191dbbd958c366091e567191ccab,40,https://github.com/google/gson/issues/40
Compress,7,2419bb55d2683142443626482c85d6086ae3bf72,2d858d5c7cc30313c9c3c8ef4a5e8d34d67a395e,COMPRESS-114,https://issues.apache.org/jira/browse/COMPRESS-114
JacksonCore,17,d32c85f8081f96d0cccbc9193407601fec95d406,554f8db0f940b2a53f974852a2af194739d65200,307,https://github.com/FasterXML/jackson-core/issues/307
JacksonCore,12,8d200d4ac45a37d4fba68064961b0c68d0f076b2,fede6c9df74d370f2e728b5c46e14bd570abb83c,37,https://github.com/FasterXML/jackson-core/issues/37
Time,4,bcb044669b4d1f8d334861ccbd169924d6ef3b54,3ba9ba799b3261b7332a467a88be142c83b298fd,88,https://github.com/JodaOrg/joda-time/issues/88
Compress,37,14b3d1ad8c5efc1f21c94e6d0f72635c374b2bb6,19a620c904587dc0397b43bfe9071ff60033c097,COMPRESS-355,https://issues.apache.org/jira/browse/COMPRESS-355
JxPath,7,9b6406bf37af48e843b02fa8fd53dc673f3cbd1e,58fac658aba985ba77f8bd0156c6d01bec8d991b,JXPATH-93,https://issues.apache.org/jira/browse/JXPATH-93
Time,9,08a3a0b969b1e5d1d06489a698fe9c9b69e2f2d9,96f586cb8dac7eee62e9be519a3eab125c47bb23,43,https://github.com/JodaOrg/joda-time/issues/43
Jsoup,11,13c2af3f24fceda5b44776a5257112ac7218d038,f462438f2ebfb354c823cd2c0b677b0674f0e80c,36,https://github.com/jhy/jsoup/issues/36
Math,37,de147e5cc14f8dac6da785289421a55b11d21aa6,65ed08e15af15617e967d3ea9d635dc55a0ef866,MATH-722,https://issues.apache.org/jira/browse/MATH-722
JacksonDatabind,3,fd9b65dc45657bb7cd236df5396b901f36469c76,fa1d99255915f21c868f28307fd6e3adb2029ea0,479,https://github.com/FasterXML/jackson-databind/issues/479
Codec,9,b396c535ff143cf94ea0d11f50739da1709ec290,c5291ab1ca4d4d7a041874a66b1c05b7d5c02ccb,CODEC-112,https://issues.apache.org/jira/browse/CODEC-112
Math,90,43336b08c6c27d55c1c6e8c1b6330cb44a29044e,0c84b28c3542f3340f7ec0dffc34c60dff66604e,MATH-259,https://issues.apache.org/jira/browse/MATH-259
Cli,9,298804b71d4e5f8b621f48a300f421229a3f5c86,fea35870b69c0d37ab36ab6783edbc7aacc0842c,CLI-149,https://issues.apache.org/jira/browse/CLI-149
Math,36,966d2eeef17b0b9bc7c07822be8da337bffedf97,1a15d5f4c13eca0435b0ed7e6a624064e7f7e07f,MATH-744,https://issues.apache.org/jira/browse/MATH-744
JacksonCore,11,7ca3d1cb6f1317863b5b04a1b0a7bac2aee5eefd,be4386724ff18232aff492cb9145288df86ea61c,216,https://github.com/FasterXML/jackson-core/issues/216
Cli,10,d0f6128191443bbf49e1c9fde616f87c16486db4,d72a578a8949e4b1c437ec55997d8786836f139c,CLI-156,https://issues.apache.org/jira/browse/CLI-156
JacksonDatabind,43,ad53425b8173476fa7f6d87ef640e8138241cdbf,a290f09c4ba55b7724375099f5cf0cd0a9b48011,1150,https://github.com/FasterXML/jackson-databind/pull/1150
Codec,14,50a1d17b5402accbdd59e62e68fa96172c9e3764,39d5df29fb768fd257f9d328b99f00bc69ec864a,CODEC-187,https://issues.apache.org/jira/browse/CODEC-187
Jsoup,9,da9b977ef99e2595602a964561906a930b4332f3,2e4969497c5734d90d394103728bb517644f9157,46,https://github.com/jhy/jsoup/issues/46
Closure,155,86a7d25f3cc1177f35dc6480260fb807912c03fa,ba0119710233a1be87c10c5e71424dc5922cc627,378,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-378.json
Lang,10,0afcd15e183205a85a45a2775f1fb75a162a1389,afe5dff79fc23d222ba1f1481fbbf55e09d2e6da,LANG-831,https://issues.apache.org/jira/browse/LANG-831
JacksonDatabind,106,1f437f242f6fba6dbd32a1fa78383c55fcc8bdf3,6ef86656aa504309ea3d89cf98ce45d11d6ea9c6,2189,https://github.com/FasterXML/jackson-databind/issues/2189
Closure,17,e5e1253ac6d43e26271cc658a42fdb1477454faf,33ab4df84afbdb36216b8a1ea3a526c438615e26,688,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-688.json
Chart,5,1695,1696,862,https://sourceforge.net/p/jfreechart/bugs/862
Closure,61,bac71221414f7f42d31d3634c935c2ae1a940376,34e4616a924bf272c076039e143e20f1d792731e,501,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-501.json
Closure,81,a65a72e9dd320790710beed1593dd6358c4bf029,084b868bc2fbf9d6d0319e5a362ade1d7f43f899,251,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-251.json
Csv,1,0833f45bffd40f44ba6f294d84e9bac8a9ba0a37,de1838ea067f3fbc4c7c21b9eeae077c739ecb73,CSV-75,https://issues.apache.org/jira/browse/CSV-75
Jsoup,20,2c257f6482dd7a9583538b7b0d4b3b0bef9417fd,1d31086acba06579c4e7d5928dbba9ca8a0128b1,134,https://github.com/jhy/jsoup/issues/134
Closure,74,d5bf6b425c5d52b28136afc9770876139b34acd7,03fee32a06ccf8257b2da67b9034270be38805ae,413,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-413.json
Jsoup,25,4b763cc86f698d31f59e22e169e7a5a83e696a55,94002db5f90395b8927ae69c569e5a0726dd00c4,167,https://github.com/jhy/jsoup/issues/167
Closure,46,edb6e4c48c19be681f38e9ee27e67b66a1944640,4a1a31c6a50a0fbe25fa33277909bd51f1deb8e9,603,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-603.json
Gson,8,6f6af8050799bec5321d2c06cd3230daadbb6535,0f66f4fac441f7d7d7bc4afc907454f3fe4c0faa,817,https://github.com/google/gson/issues/817
Closure,13,8b8c01a39b94069a9dac08b92c27dc9b9532ff7f,d6d733f461ee5ba26e9326c1c7609f1f00d6d2db,787,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-787.json
Jsoup,68,1b38f80d623310e84c87b2d708ed0ab648dfafc5,adb7a15a1e2dd6742a25592602a6e8ee77b518b6,966,https://github.com/jhy/jsoup/issues/966
Closure,39,9a40e654ee3aa65d01671e4da63f292d2e4e03c0,d577973fb378dfe0d05991ec0dfa6c1f40e574ee,643,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-643.json
JacksonXml,2,a96d27d4c74707965b257b6ecced4d337357545e,37eb331acce08142ad027f127c355f9b462fe9e0,196,https://github.com/FasterXML/jackson-dataformat-xml/issues/196
Lang,31,0cc451d5e5cb565eb7311308466f487bc534ebaf,38bf7048571f3bc8dd34d14691906426444e4381,LANG-607,https://issues.apache.org/jira/browse/LANG-607
Cli,28,10b14afb9ff42a3f216296f526f65d001b545e3f,3433f467554985a6bd9bf530a4810376be6fe250,CLI-201,https://issues.apache.org/jira/browse/CLI-201
Mockito,19,03028f0095d527ff9bd84bc929fc4931f17abf13,110ffa80070bf54ab8efabdaaa27b193a93d6128,205,https://github.com/mockito/mockito/issues/205
Lang,16,a145b6d838914e38ee1027a1497de41140549080,13c7f19a5ad506340a7c8d8601ef4bf2426ab325,LANG-746,https://issues.apache.org/jira/browse/LANG-746
Closure,118,046e0b226e963bc584c2a6cd3c2b471777c5cc53,f17961ae4d3d7cf5ea291d82804239982d009ef7,1024,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-1024.json
JacksonDatabind,108,6532c755438df3d8c9a17cc06148f1ab70dc38d8,e797b2271ab9a00b99694a963728f3835f31d1cf,2211,https://github.com/FasterXML/jackson-databind/issues/2211
Closure,86,5cd9c1efe90dc7c1be33cd7f8c1dcbaa9225909e,0907b6618a60b2de23c8f7ec2217a37dc5e9a091,303,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-303.json
Closure,62,1e07047234938543ea364f68ec0f29686dbc12f1,b12d1d6489329c989b15635f6f7f06681b3f6582,487,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-487.json
JxPath,4,2bb50b71c9169033d917213ec753ff5af309965b,9f912437a14392f8d4c98aa811e9134fbf7b5a52,JXPATH-83,https://issues.apache.org/jira/browse/JXPATH-83
Jsoup,70,4d78e0316e1eae331bc0b460f367ce878688d6d2,aeaf3c1a03fe4d5bfda4d63824a1f97dcec42e74,722,https://github.com/jhy/jsoup/issues/722
JacksonCore,10,a71a00e595f87a8eb4a58778e21cf8dab788eb04,c2823b4de28120d86aeba9215f0231d990a8eb47,207,https://github.com/FasterXML/jackson-core/issues/207
JacksonDatabind,100,fd522c58b94fa5646f56dabd6ef4e219e939100c,d98ae778876cddd5ed3eacab9e5daf55186ff483,2096,https://github.com/FasterXML/jackson-databind/issues/2096
JacksonCore,14,383f63242c59628d7bcef15a73eb1c9d44d7fb56,3c2c9610b6c76e2b348eb057d0a8268681d573a6,255,https://github.com/FasterXML/jackson-core/issues/255
Jsoup,83,39e90ee38c3ce7aa254bb89740282c12eb149162,bdf1df7eb3ca76cdcdaca38f7df5d941bbb1c664,797,https://github.com/jhy/jsoup/issues/797
Jsoup,43,373ea35b2cb227b56694aa50589c853b68caa03a,11f7c1bd7a2d12f0b1150aa246c61afefd11991f,554,https://github.com/jhy/jsoup/issues/554
Closure,67,8777edb959dfea307495e667c2c01834adabb906,aa89d05b48332d68b8e6ebcee427b2ac3b4e3184,459,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-459.json
Closure,75,31baadd1293c5ae7af05b3a06a1ba3a06403e4ed,c6cc58a9bc617483366141386e047b085b4e83ff,395,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-395.json
Closure,166,4f663a93dcdc8130cf92c3ad31ce8a8ac1fd0804,8d58355140bfdfbfc85c4629b90ed1d78225b520,785,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-785.json
Cli,38,5764b6270287a74d31cb83f70ab38bdd916e619e,ac2a1c85616f0140418de9190389fe7b80296c39,CLI-265,https://issues.apache.org/jira/browse/CLI-265
Math,67,28f28f18ae42f154e9c43de8c3b78f85adf9b318,fc505bba569dede0d29a401798fa9f55df9e27f1,MATH-393,https://issues.apache.org/jira/browse/MATH-393
Lang,4,4ddbd99c5805781bd3c2287ab7920fecc23dab53,fb47b96ab635d7cc6e9edefdddc46f1baf63b117,LANG-882,https://issues.apache.org/jira/browse/LANG-882
Mockito,9,f45c2dc0c21f365218fa093106e45dbb0b54746a,31f908029b8cd9b1f32bed3a41651b30ebb47b9f,122,https://github.com/mockito/mockito/issues/122
Closure,60,042b972a5853424d39be1cb76f2710d4bc3380e0,fbaadc736f0031dd84bebea33abae497b47158cb,504,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-504.json
Closure,71,c498ecb791f2dd8a1b37e74f94c1c119549607bc,db1fdf97454a6e4ff2d29cab5f1ef2273b54c0b4,254,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-254.json
Time,1,8612f9e5b88c1bea933ef9ab1e431f5db3006b48,9a62b06be5d0df8e833ff8583398cca386608cac,93,https://github.com/JodaOrg/joda-time/issues/93
Math,28,a55c951a3d573464e3905de7328fcdc487eebfb4,d3fc5af31eb696af03cfbe2e18584c7e1d307d54,MATH-828,https://issues.apache.org/jira/browse/MATH-828
JacksonDatabind,91,a1404d5684783ccf28dc1b0a2791ce7c0c311907,dfaca81ae7a82b7c3018f265815e98a5138118f7,1809,https://github.com/FasterXML/jackson-databind/issues/1809
JacksonCore,13,350bb8f1d2727defbf75d5de38df694857505688,d58d420f116e854bfd7b155cc1aed4e32939e1da,246,https://github.com/FasterXML/jackson-core/pull/246
Closure,66,984bce0d9f36b0a21a0f9b51dc68fca0175aa1c8,59a30b48325cccadabae8687fdf603d72e26c157,482,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-482.json
JacksonDatabind,58,d71de544624bec27e6f4e76548527ae727eb193d,b2ccdee0fdc52cd46577a90cb50dc011d6d681bf,877,https://github.com/FasterXML/jackson-databind/issues/877
Codec,13,8c145775da55fb33104751199a28809acb657c1f,37ba197e62d6b60037d18afc33801e6221f1b8c6,CODEC-184,https://issues.apache.org/jira/browse/CODEC-184
Chart,18,620,621,UNKNOWN,UNKNOWN
Jsoup,66,22a17d24279450e7e214b57beb4c0bda5f3698e5,c324fabe86c0a59eb635610dc85d8d7a7be25c74,951,https://github.com/jhy/jsoup/issues/951
Jsoup,8,82855b07f5336d30c70dc20548ab7ab8adeac05e,da9b977ef99e2595602a964561906a930b4332f3,45,https://github.com/jhy/jsoup/issues/45
Closure,162,6b825fb7dbe65d4523f2af9c850ed7e7f43862c2,3395eb68a19a8492196df62fb9e38c814de80f08,548,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-548.json
Jsoup,10,9dcc488f3c6afb691e49af42755cfd61b0a69d04,adce18ec3d06b849886d203fe932205f312cc37f,49,https://github.com/jhy/jsoup/issues/49
Jsoup,5,5e52f1b266173593fab32fe9d8a4963066b2f2fe,62afbdf6a85fec75fde38d327928a180bc5bccb3,32,https://github.com/jhy/jsoup/issues/32
Math,50,ef028845113aca7e1159b1725edd7c39ed686faf,39cf5e69259d7560d50553caf028f9229b721013,MATH-631,https://issues.apache.org/jira/browse/MATH-631
Closure,52,d79072969c2f31860ea1f55e392a146c49bc2d0f,5909c3db59b16886917456ab950ef9661a7fe6b1,569,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-569.json
Compress,42,75ba40cd9236761b4b3e49013eb38f754b4e539b,c59fc43c527610ae18d7596eb191817ce674cb29,COMPRESS-379,https://issues.apache.org/jira/browse/COMPRESS-379
Jsoup,42,0c10dbffb475febe05ebaf074278e5d5aa81e32c,c01fcd338d73dc039e6a3a6cd2c449d9c9d41304,489,https://github.com/jhy/jsoup/issues/489
Mockito,28,7639f331b8c002647dd02f914bbd3f3203832cb9,0464f5657dc8c76a4ff209a2cf7fd6312885cdc3,236,https://code.google.com/archive/p/mockito/issues/236
JacksonDatabind,65,9257bd6b6a0227c400e1d008d5ad03d2244a6155,9a666887d85349b35e0d80885a7c7cb38029467d,1429,https://github.com/FasterXML/jackson-databind/issues/1429
Closure,28,5c46a579786510ff342dcf622148e2bb3da0874e,59dbb7a28680caad08ddb1658123fe0cbb1ae689,728,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-728.json
Jsoup,84,bdf1df7eb3ca76cdcdaca38f7df5d941bbb1c664,a810d2e3615da9a37ad74a7db2ca8bc6945ab9a8,848,https://github.com/jhy/jsoup/issues/848
Closure,142,222eafd303155b3eac5cd244584b2cb3c4c11975,c25df7eca2462861bf42ad8b74215099c3f81ae6,58,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-58.json
Math,52,def9fbf8701afa6937fe582c7572c7be011c319f,3c319db494928e9d51ea6091b301302c65f4eceb,MATH-639,https://issues.apache.org/jira/browse/MATH-639
Closure,144,c9e89727dc8063d087d28e42629606f4fd74a6e5,465282f1ca28a208b06c47b55fd292d4631c55da,143,https://storage.googleapis.com/google-code-archive/v2/code.google.com/closure-compiler/issues/issue-143.json
Lang,34,3f900a7395e31eaa72e0fa2fb43c090e5a8fa4ed,496525b0d626dd5049528cdef61d71681154b660,LANG-586,https://issues.apache.org/jira/browse/LANG-586
Lang,11,c9d786a4fe2639581047d878a64bab6fb24f1ab3,c821fafce06adefc040e8983fb12d49399a48627,LANG-807,https://issues.apache.org/jira/browse/LANG-807
JxPath,12,52d73022820d163104c6419f25ca955f86464f63,d52074012200f55cbd3635591b914e2c1b19674f,JXPATH-97,https://issues.apache.org/jira/browse/JXPATH-97
Time,14,cc3262ff42e41f3b1f64290262704da3895fbe85,2ea856328ed5710537778d755a5ff52a6831a2ee,151,https://sourceforge.net/p/joda-time/bugs/151
