Project,Id,Comment
httpie,5,https://github.com/jakubroztocil/httpie//commit/90af1f742230831792d74d303d1e7ce56c96d4bd
spacy,2,https://github.com/explosion/spaCy/commit/cfdaf99b8029d6762730c5d5bd2b6f6c173c1241
luigi,33,https://github.com/spotify/luigi/commit/fccb631a14e1d52138d39f06004be14ca8f3337d
youtube-dl,28,https://github.com/ytdl-org/youtube-dl/commit/7aefc49c4013efb5056b2c1237e22c52cb5d3c49
luigi,24,https://github.com/spotify/luigi/commit/8a4f73296f237fcf8182c342e62c2cb201c717df
youtube-dl,17,https://github.com/ytdl-org/youtube-dl/commit/5b232f46dcbdc805507c02edd4fd598f31d544d5
pandas,21,https://github.com/pandas-dev/pandas/commit/56d0934092b8296c90f940c56fce3b731e0de81b
pandas,148,https://github.com/pandas-dev/pandas/commit/95edcf1cbee630e42daca0404c44d8128ea156fb
youtube-dl,21,https://github.com/ytdl-org/youtube-dl/commit/4b5de77bdb7765df4797bf068592926285ba709a
matplotlib,16,https://github.com/matplotlib/matplotlib/commit/5d99e151be80bcb0b3b6d081fd3038330f573d94
tornado,14,https://github.com/tornadoweb/tornado/commit/1d02ed606f1c52636462633d009bdcbaac644331
scrapy,11,https://github.com/scrapy/scrapy/commit/9de6f1ca757b7f200d15e94840c9d431cf202276
scrapy,2,https://github.com/scrapy/scrapy/commit/439a3e59b8e858441f8d97dbc32f398db392330d
keras,4,https://github.com/keras-team/keras/commit/4185cbb50bfcae9cc30b0fc7b67e81d67a50a8ac
matplotlib,17,https://github.com/matplotlib/matplotlib/commit/05a5db0fec2eced55076736f0b9520641b279ad6
keras,38,https://github.com/keras-team/keras/commit/64f80d6077edd5f277a1181df94bf4510ea0517a
pandas,85,https://github.com/pandas-dev/pandas/commit/29edd119d31a9ee7d4f89e8c1dc8af96f0c19dce
thefuck,10,https://github.com/nvbn/thefuck/commit/0c84eefa55fc1b4bc4940b41d74568884344e35c
pandas,59,https://github.com/pandas-dev/pandas/commit/8dd9fabd2ad9104e747084437b9ad436d5be087a
scrapy,15,https://github.com/scrapy/scrapy/commit/1aec5200bc81493623f2a4e077b4e80e104e47d5
ansible,7,https://github.com/ansible/ansible/commit/4ec1437212b2fb3c313e44ed5a76b105f2151622
sanic,4,https://github.com/huge-success/sanic/commit/e81a8ce07329e95d3d0899b1d774f21759c28e0e
fastapi,15,https://github.com/tiangolo/fastapi/commit/6d77e2ac5f2cadc63424f2d85d8d8cded2975922
fastapi,10,https://github.com/tiangolo/fastapi/commit/38495fffa560fa57a8f0e6437d8e43c36c8e5612
pandas,74,https://github.com/pandas-dev/pandas/commit/839e7f1416148caff518a5b75327a2480a2bbbb4
pandas,58,https://github.com/pandas-dev/pandas/commit/16684f2affaf901b42a12e50f9c29e7c034ad7ea
tornado,9,https://github.com/tornadoweb/tornado/commit/86cc31f52992fb9d11f92de6fd5496842fea2265
pandas,141,https://github.com/pandas-dev/pandas/commit/411dd249e755d7e281603fe3e0ab9e0e48383df9
pandas,86,https://github.com/pandas-dev/pandas/commit/f792d8c50ee456aa8aa2ae406d8e6b8843f45614
ansible,3,https://github.com/ansible/ansible/commit/9d48884e36fb4fd9551f000b87d264383de74e75
keras,36,https://github.com/keras-team/keras/commit/fb1887d132a8ce8548ff53d868a6ba531cd63b34
luigi,30,https://github.com/spotify/luigi/commit/f1e3fb48fe9877e511a2d079636fd75eaaba4573
youtube-dl,13,https://github.com/ytdl-org/youtube-dl/commit/fad4ceb53404227f471af2f3544c4c14a5df4acb
pandas,106,https://github.com/pandas-dev/pandas/commit/e46026ff4669a30192b91e362ce8cdcbc9693870
pandas,122,https://github.com/pandas-dev/pandas/commit/30059081e946a2020d08d49bf4fa7b771d10089a
black,10,https://github.com/psf/black/commit/66aa676278948368dff251dffd58c850cb8b889e
fastapi,16,https://github.com/tiangolo/fastapi/commit/9745a5d1ae86a7fefacf79bdde8e5dd2d59fa2f4
scrapy,39,https://github.com/scrapy/scrapy/commit/a1e8a8525d2312842c7e1cca8ba6e4e1a83084b7
keras,45,https://github.com/keras-team/keras/commit/159bb1aac17a8de0f96997d35703b8f26926a848
youtube-dl,20,https://github.com/ytdl-org/youtube-dl/commit/609ff8ca19f1c4c168a81121074b91cc0f0d4c47
matplotlib,30,https://github.com/matplotlib/matplotlib/commit/d4de838fe7b38abb02f061540fd93962cc063fc4
luigi,12,https://github.com/spotify/luigi/commit/b3e9ad57f8502a390686957b69070105fddcfd49
pandas,30,https://github.com/pandas-dev/pandas/commit/d857cd12b3ae11be788ba96015383a5b7464ecc9
pandas,155,https://github.com/pandas-dev/pandas/commit/0bde7cedf46209a9fd4fa8c7f9fbce8b49aa78cd
scrapy,37,https://github.com/scrapy/scrapy/commit/f701f5b0db10faef08e4ed9a21b98fd72f9cfc9a
keras,17,https://github.com/keras-team/keras/commit/5a6af4bc6d44e9adbc2a21804bfcd18c4ce849ef
pandas,29,https://github.com/pandas-dev/pandas/commit/4334482c348c3adc69683c8332295e22092c1b57
pandas,151,https://github.com/pandas-dev/pandas/commit/5a227a410c520ceec2d94369a44e2ab774a40dc3
scrapy,1,https://github.com/scrapy/scrapy/commit/9d9dea0d69709ef0f7aef67ddba1bd7bda25d273
pandas,64,https://github.com/pandas-dev/pandas/commit/d0c84ce57d23a409169daf7232ec7681e42363fe
spacy,4,https://github.com/explosion/spaCy/commit/9fa9d7f2cb52ce6a70c264d4e57c7f190d7686bf
pandas,60,https://github.com/pandas-dev/pandas/commit/fcf7258c19b0a6a712f33fb0bcefdae426be7e7f
keras,2,https://github.com/keras-team/keras/commit/c24d16af155e20976bdf61e468ba760408e676ff
luigi,4,https://github.com/spotify/luigi/commit/8501e5dbb8d3040453a89bb0d3562526086d51e5
thefuck,22,https://github.com/nvbn/thefuck/commit/e2e8b6fc865452b4cfc1bed70e5b9b49807258ae
youtube-dl,15,https://github.com/ytdl-org/youtube-dl/commit/c384d537f882efab10a78a56ce6dcb0a30f54b47
pandas,19,https://github.com/pandas-dev/pandas/commit/c6a1638bcd99df677a8f76f036c0b30027eb243c
pandas,100,https://github.com/pandas-dev/pandas/commit/2b1b3da4c68fdaf9637d12706c5ba3de1a9b20de
ansible,1,https://github.com/ansible/ansible/commit/343ffaa18b63c92e182b16c3ad84b8d81ca4df69
luigi,21,https://github.com/spotify/luigi/commit/1a6a89d8b510089392bb407d4ec660451deb1f23
scrapy,18,https://github.com/scrapy/scrapy/commit/cabed6f183cfb2ab778c57be8c75802fec5e54d4
scrapy,5,https://github.com/scrapy/scrapy/commit/acd2b8d43b5ebec7ffd364b6f335427041a0b98d
luigi,25,https://github.com/spotify/luigi/commit/040bbc9ef8d1703b64d13c60f271fded63e13601
pandas,160,https://github.com/pandas-dev/pandas/commit/fb62fcf91c874e9c24fa83693c4e6e613f35f864
tornado,11,https://github.com/tornadoweb/tornado/commit/1131c9b50a6a4c0868d0d6fa5e0be077cf8fd1ca
pandas,69,https://github.com/pandas-dev/pandas/commit/948f95756c79543bb089a94a85e73011a3730b2d
luigi,16,https://github.com/spotify/luigi/commit/96f2b5a97c2cc5f63bea0f422c57f93dcec0ebac
pandas,127,https://github.com/pandas-dev/pandas/commit/710d82c0d393c9031e469ec0371660d8187b7dc3
pandas,143,https://github.com/pandas-dev/pandas/commit/df918becf698741861da0e9b7e810d477b0eb194
luigi,22,https://github.com/spotify/luigi/commit/2db9768958c9665c2bb78f040054a25534205fc4
spacy,5,https://github.com/explosion/spaCy/commit/3bd15055ce74b04dcaf3b9abe2adeb01fb595776
youtube-dl,11,https://github.com/ytdl-org/youtube-dl/commit/348c6bf1c1a00eec323d6e21ff7b9b12699afe04
fastapi,6,https://github.com/tiangolo/fastapi/commit/874d24181e779ebc6e1c52afb7d6598f863fd6a8
cookiecutter,3,https://github.com/cookiecutter/cookiecutter/commit/7129d474206761a6156925db78eee4b62a0e3944
pandas,166,https://github.com/pandas-dev/pandas/commit/d44fb07063e9a8bd8a209ddce35b40d8a56c8d02
pandas,56,https://github.com/pandas-dev/pandas/commit/dafec63f2e138d0451dae5b37edea2e83f9adc8a
matplotlib,7,https://github.com/matplotlib/matplotlib/commit/ac400b51bb31b91920ee9aae02a0606a67983a8f
fastapi,5,https://github.com/tiangolo/fastapi/commit/75a07f24bf01a31225ee687f3e2b3fc1981b67ab
pandas,158,https://github.com/pandas-dev/pandas/commit/b1c871ce4b5e76b3cffe1ebd4216d36379872352
pandas,7,https://github.com/pandas-dev/pandas/commit/64336ff8414f8977ff94adb9a5bc000a3a4ef454
youtube-dl,12,https://github.com/ytdl-org/youtube-dl/commit/e118a8794ffe5a3a414afd489726f34d753b0b23
thefuck,2,https://github.com/nvbn/thefuck/commit/78ef9eec88f43d5727986be2237f6e0e250cbbbc
youtube-dl,1,https://github.com/ytdl-org/youtube-dl/commit/1cc47c667419e0eadc0a6989256ab7b276852adf
thefuck,3,https://github.com/nvbn/thefuck/commit/ce5feaebf7fd5c1190b5e14fbc1e962cc8db5f39
scrapy,27,https://github.com/scrapy/scrapy/commit/d164398a27736f75286cc435eca69b06ff7c1c06
black,2,https://github.com/psf/black/commit/892eddacd215d685e136686b7f629ade70adca83
black,9,https://github.com/psf/black/commit/d6db1c12a8e14833fe22da377cddc2bd1f43dc14
matplotlib,14,https://github.com/matplotlib/matplotlib/commit/c986a12b6d0d0d44f5a87f7cd4408f38040e2537
fastapi,12,https://github.com/tiangolo/fastapi/commit/d262f6e9296993e528e2327f0a73f7bf5514e7c6
spacy,1,https://github.com/explosion/spaCy/commit/a987e9e45d4084f30964a4cec9914ae6ed25a73c
tornado,4,https://github.com/tornadoweb/tornado/commit/db529031a1e1a6e951826aba0b7d0b18f05cd4c7
pandas,35,https://github.com/pandas-dev/pandas/commit/f10ec595eccaf86a9f52fe9683e1181a51ba675b
httpie,3,https://github.com/jakubroztocil/httpie//commit/589887939507ff26d36ec74bd2c045819cfa3d56
black,20,https://github.com/psf/black/commit/06e95b1e9bcd43c4574840f8174ba4b2c5d281bd
thefuck,14,https://github.com/nvbn/thefuck/commit/db6053b301e2b3f4363401e457b5dc4ad2e8429b
luigi,20,https://github.com/spotify/luigi/commit/c3d685e2b03369aab6f4d86ed1c95169c1c2c217
scrapy,35,https://github.com/scrapy/scrapy/commit/c3d3a9491412d2a91b0927a05908593dcd329e4a
tornado,8,https://github.com/tornadoweb/tornado/commit/5d4a9ab26372efd255bbb29fde55c41395ed17b1
scrapy,19,https://github.com/scrapy/scrapy/commit/1f743996ff00a7b728d59b93d0967e1eb50072f0
matplotlib,9,https://github.com/matplotlib/matplotlib/commit/c01f9d3eff9b6239446c1bb2d205eccd69054aeb
scrapy,6,https://github.com/scrapy/scrapy/commit/25f609e2a3c27ca7d7d98dbfddb2c049735935bb
youtube-dl,41,https://github.com/ytdl-org/youtube-dl/commit/026fcc04956f2077a50cd4b4e9b87f45d2bcddea
ansible,15,https://github.com/ansible/ansible/commit/68de182555b185737353e780882159a3d213908c
pandas,163,https://github.com/pandas-dev/pandas/commit/f669f94a186ea444cc771985a915e90eecf218a9
pandas,34,https://github.com/pandas-dev/pandas/commit/cf9ec7854ecb80709804178e769425f02ddf8c64
scrapy,20,https://github.com/scrapy/scrapy/commit/25c56159b86288311630cc0cf6db9d755aeeff1e
thefuck,1,https://github.com/nvbn/thefuck/commit/444908ce1c17767ef4aaf9e0b4950497914f7f63
keras,43,https://github.com/keras-team/keras/commit/b17169ca5d6cd1c8aeb237fc2bb0555c9e1b6a02
